theme_id	class_id	subclass_id	orientation_id	north	east	south	west
35	1	0	17	0:25	0:18;0:25		
35	1	0	18	0:1;0:12;0:18;0:22;0:25;0:30	0:12;0:14;0:18;0:25;0:30	0:1;0:8;0:11;0:13;0:16;0:18;0:21;0:22;0:25;0:30	0:11;0:12;0:13;0:15;0:17;0:18;0:22;0:25;0:30
35	1	0	19	0:15	0:0;0:4;0:13	0:0;0:2;0:7	0:0;0:4;0:8
35	1	0	20	0:11;0:26;0:27;0:29	0:1;0:12;0:25	0:1;0:8	0:26;0:29
35	1	0	21	0:14;0:18			
35	1	0	22	0:18;0:22;0:25;0:30	0:1;0:12;0:18;0:22	0:1;0:18;0:22;0:25;0:30	0:1;0:12;0:22;0:25;0:30
35	1	0	23	0:2;0:4	0:1	0:0;0:7	0:0;0:8
35	1	0	24	0:6;0:16;0:26;0:28;0:29	0:5	0:12;0:25	0:3;0:25;0:30
35	1	0	25	0:1;0:7;0:12;0:18;0:22;0:24;0:25;0:30	0:1;0:10;0:12;0:18;0:22;0:24;0:25;0:30	0:1;0:4;0:8;0:10;0:12;0:16;0:17;0:18;0:22;0:25;0:30	0:1;0:7;0:11;0:12;0:13;0:17;0:18;0:20;0:25;0:30
35	1	2	0				
35	1	0	26	0:6;0:11;0:16;0:26;0:27;0:29	0:11;0:20;0:26;0:27;0:29	0:5;0:20;0:24;0:26;0:27;0:29	0:6;0:10;0:26;0:28;0:29
35	1	0	27	0:11;0:16;0:26;0:27	0:1	0:20;0:26;0:27	0:26
35	1	0	28	0:10	0:26;0:29	0:24;0:29	0:10;0:16
35	1	0	29	0:10;0:26;0:28;0:29	0:11;0:16;0:20;0:26;0:29	0:5;0:20;0:24;0:26;0:29	0:10;0:26;0:28;0:29
35	1	0	30	0:1;0:3;0:5;0:7;0:12;0:15;0:18;0:22;0:25;0:30	0:1;0:9;0:10;0:18;0:22;0:24;0:25;0:30	0:1;0:8;0:12;0:15;0:18;0:22;0:25;0:30	0:3;0:5;0:7;0:13;0:15;0:18;0:25;0:30
35	2	0	0	0:3;0:6;0:11;0:12	0:11;0:12	0:12	0:3
35	2	0	1	0:3;0:5;0:6;0:11;0:12	0:2;0:3;0:11;0:12	0:3;0:6	0:4;0:11
35	2	0	2	0:11	0:4;0:7		0:1
35	2	0	3	0:1;0:6;0:7;0:11	0:0	0:0;0:1;0:5;0:6;0:10;0:11;0:12	0:1;0:10
35	2	0	4	0:11;0:12	0:1;0:6;0:11		0:2;0:7
35	2	0	5	0:3;0:9;0:11	0:8;0:11	0:1;0:11	0:12
35	2	0	6	0:1;0:3	0:11;0:12	0:0;0:1;0:3	0:4;0:11;0:12
35	2	0	7	0:12	0:4;0:11	0:3	0:2
35	2	0	8	0:8;0:10		0:8;0:12	0:5
35	2	0	9	0:11	0:10	0:5	
35	2	0	10	0:3;0:11;0:12	0:3;0:11	0:8;0:11	0:9;0:11
35	2	0	11	0:3;0:5;0:10;0:11;0:12	0:1;0:6;0:10;0:11;0:12	0:0;0:1;0:2;0:3;0:4;0:5;0:9;0:10;0:11;0:12	0:0;0:1;0:4;0:5;0:6;0:7;0:10;0:11;0:12
35	2	0	12	0:0;0:3;0:8;0:11;0:12	0:5;0:6;0:11;0:12	0:0;0:1;0:4;0:7;0:10;0:11;0:12	0:0;0:1;0:6;0:11;0:12
35	6	0	0	0:5	0:3		0:5
35	6	1	0				
35	6	0	1	0:4	0:2		
35	6	2	0	2:3		2:1	
35	6	2	1	2:0			
35	6	0	2		0:5		0:1
35	6	0	3				0:0
35	6	0	4	0:4		0:1;0:4;0:7	0:5;0:7
35	6	2	2			2:3	
35	6	0	5	0:7	0:0;0:4	0:0	0:2
35	6	0	6			0:7	
35	6	2	3	2:2		2:0	
35	6	3	0				
35	6	0	7	0:4;0:6	0:4	0:5	
35	7	0	0		0:3;0:10	0:2;0:5	
35	7	0	1		0:2	0:11	
35	7	0	2	0:0	0:6	0:7	0:1
35	7	0	3			0:4	0:0
35	7	0	4	0:3			0:5
35	7	0	5	0:0	0:4		
35	7	1	0				
35	7	0	6			0:9	0:2
35	7	0	7	0:2	0:9		0:11
35	7	0	8	0:11			
35	7	0	9	0:6			0:7
35	7	0	10				0:0
35	7	0	11	0:1	0:7	0:8	
35	16	0	0				
35	16	1	0				
35	18	0	0		0:0		0:0
35	19	0	0				
35	20	0	0				
35	28	0	0				
35	49	0	0	0:2			
35	49	0	1			0:2	0:6
35	49	0	2	0:1		0:0	0:4
35	49	0	3	0:7			
35	49	0	4	0:6	0:2		0:7
35	49	0	5		0:6	0:7	
35	49	0	6		0:1	0:4	0:5
35	49	0	7	0:5	0:4	0:3	
36	1	0	0	0:0;0:2;0:11;0:19;0:30	0:0;0:2;0:3;0:19;0:30	0:0;0:2	0:0;0:2;0:11;0:30
36	1	0	1	0:1;0:7;0:9;0:17;0:22;0:28;0:29;0:31;0:32;0:37;0:43	0:1;0:7;0:11;0:15;0:17;0:29;0:32;0:35;0:37	0:1;0:7;0:9;0:11;0:16;0:17;0:24;0:28;0:29;0:35;0:37;0:43	0:1;0:4;0:7;0:9;0:16;0:17;0:23;0:29;0:31;0:32;0:37;0:41;0:43;0:44
36	1	0	2	0:0;0:2;0:19;0:30	0:0;0:2;0:19	0:0;0:2	0:0;0:2
36	1	0	3	0:7;0:37	0:15;0:28	0:19;0:37;0:43	0:0;0:30
36	1	0	4	0:38	0:1;0:6;0:43	0:7;0:43	0:44
36	1	0	5	0:15	0:24;0:27;0:38	0:38	0:7;0:17;0:19
36	1	0	6	0:25	0:8	0:35	0:4
36	1	0	7	0:1;0:4;0:7;0:9;0:13;0:28;0:29;0:31;0:32;0:36;0:43;0:44	0:1;0:5;0:7;0:9;0:12;0:14;0:20;0:22;0:29;0:32;0:35;0:37	0:1;0:3;0:7;0:9;0:11;0:15;0:16;0:20;0:28;0:29;0:34;0:35;0:37	0:1;0:7;0:16;0:21;0:23;0:29;0:31;0:32;0:41
36	1	0	8	0:31	0:10	0:33	0:6
36	1	0	9	0:1;0:7;0:9;0:13;0:17;0:28;0:29;0:32;0:42	0:1;0:9;0:15;0:17;0:28;0:29;0:43	0:1;0:7;0:9;0:16;0:17;0:28;0:35;0:37;0:43	0:7;0:9;0:10;0:28;0:32;0:43
36	1	0	10	0:29	0:9;0:17;0:37	0:16	0:8
36	1	0	11	0:1;0:7;0:28;0:31;0:37;0:42;0:43	0:0;0:19;0:30	0:0	0:1;0:16;0:19
36	1	0	12	0:35	0:38;0:41	0:13	0:7;0:29
36	1	0	13	0:12;0:24;0:38;0:39	0:21;0:38;0:44	0:7;0:9;0:16;0:17;0:29;0:37	0:20;0:27
36	1	0	14	0:29	0:42	0:39	0:7;0:32
36	1	0	15	0:7;0:17;0:37	0:24;0:38;0:39	0:5;0:27	0:1;0:3;0:9;0:37;0:43
36	1	0	16	0:1;0:7;0:9;0:10;0:13;0:23;0:28;0:29;0:36	0:1;0:7;0:11;0:22;0:28;0:37	0:21;0:25;0:31;0:38;0:39;0:41;0:44	0:24;0:38;0:39
36	1	0	17	0:1;0:9;0:13;0:17;0:37;0:43	0:1;0:5;0:17;0:28;0:29;0:32;0:37	0:1;0:9;0:15;0:17;0:28;0:29;0:37;0:43	0:1;0:9;0:10;0:17;0:19;0:28;0:29;0:31;0:32;0:37;0:40
36	1	0	18	0:35	0:40	0:42	0:29
36	1	0	19	0:3;0:22;0:28;0:29	0:5;0:11;0:17;0:26;0:28;0:37;0:43	0:0;0:2	0:0;0:2;0:11;0:30
36	1	0	20	0:7	0:13	0:39	0:7
36	1	0	21	0:16;0:38	0:7	0:32	0:13
36	1	0	22		0:23	0:1;0:19	0:7;0:16;0:28
36	1	0	23	0:43	0:1;0:7;0:28;0:43	0:16;0:30;0:43	0:22
36	1	0	24	0:1;0:28;0:29;0:37;0:42	0:16;0:24;0:34	0:13;0:38;0:41	0:5;0:15;0:24;0:35;0:39
36	1	0	25	0:16;0:38	0:31	0:6;0:37	0:38
36	1	0	26			0:29;0:43	0:19;0:43
36	1	0	27	0:15	0:13;0:31	0:40;0:41	0:5;0:35
36	1	0	28	0:1;0:7;0:9;0:17;0:28;0:29;0:32;0:37;0:43	0:9;0:17;0:22;0:28;0:29;0:37;0:43	0:1;0:7;0:9;0:11;0:16;0:19;0:24;0:28;0:29;0:32;0:37;0:43	0:3;0:9;0:16;0:17;0:19;0:23;0:28;0:29;0:32;0:37;0:43
36	1	0	29	0:1;0:7;0:13;0:17;0:26;0:28;0:29;0:37;0:43	0:1;0:7;0:12;0:17;0:18;0:28;0:29;0:37;0:43	0:1;0:7;0:9;0:10;0:14;0:16;0:19;0:24;0:28;0:29;0:43	0:1;0:7;0:9;0:17;0:28;0:29;0:37
36	1	0	30	0:23	0:0;0:3;0:19	0:0;0:2	0:0;0:11
36	1	0	31	0:16;0:38;0:41	0:1;0:7;0:17;0:37	0:1;0:7;0:8;0:11	0:25;0:27;0:38
36	1	0	32	0:21;0:28;0:32;0:37;0:43	0:1;0:7;0:9;0:14;0:17;0:28;0:32;0:35;0:42	0:1;0:7;0:9;0:28;0:32;0:37;0:43	0:1;0:7;0:17;0:32;0:37;0:43
36	1	0	33	0:8			0:35
36	1	0	34	0:7	0:38	0:38	0:24
36	1	0	35	0:1;0:6;0:7;0:9	0:24;0:27;0:33	0:12;0:18;0:42	0:1;0:7;0:32;0:37
36	1	0	36	0:40	0:43	0:7;0:16;0:37	0:42
36	1	0	37	0:1;0:3;0:7;0:9;0:13;0:17;0:25;0:28;0:32;0:36;0:37;0:42;0:43	0:1;0:15;0:17;0:28;0:29;0:32;0:35;0:37;0:42;0:43	0:1;0:3;0:11;0:15;0:17;0:24;0:28;0:29;0:32;0:37;0:43	0:1;0:7;0:10;0:16;0:17;0:19;0:28;0:29;0:31;0:37;0:43
36	1	0	38	0:5;0:16;0:24;0:34;0:38;0:39;0:41	0:16;0:25;0:31;0:38;0:41	0:4;0:13;0:21;0:25;0:31;0:38;0:41;0:44	0:5;0:12;0:13;0:15;0:34;0:38
36	1	0	39	0:14;0:16;0:20	0:16;0:24	0:13;0:38	0:15
36	1	0	40	0:27	0:17	0:36	0:18
36	1	0	41	0:16;0:24;0:27;0:38;0:41	0:1;0:7	0:31;0:38;0:41	0:12;0:38
36	1	0	42	0:18;0:35	0:36	0:9;0:11;0:24;0:37;0:43	0:14;0:32;0:37
36	1	0	43	0:1;0:3;0:4;0:9;0:17;0:23;0:26;0:28;0:29;0:32;0:37;0:42;0:43	0:1;0:9;0:15;0:26;0:28;0:32;0:37;0:43	0:1;0:7;0:11;0:17;0:23;0:28;0:29;0:32;0:37;0:43	0:4;0:9;0:19;0:23;0:28;0:29;0:36;0:37;0:43
36	1	0	44	0:16;0:38	0:1;0:4	0:7	0:13
36	2	0	0	0:2;0:4;0:7;0:8	0:7;0:8	0:8	0:2
36	2	0	1	0:2;0:3;0:4;0:7;0:8	0:2;0:7;0:8	0:2;0:4	0:7
36	2	0	2	0:1;0:4;0:7	0:0	0:0;0:1;0:3;0:4;0:6;0:7;0:8	0:1;0:6
36	2	0	3	0:2;0:7	0:5;0:7	0:1;0:7	0:8
36	2	0	4	0:1;0:2	0:7;0:8	0:0;0:1;0:2	0:7;0:8
36	2	0	5	0:5;0:6		0:5;0:8	0:3
36	2	0	6	0:2;0:7;0:8	0:2;0:7	0:5;0:7	0:7
36	2	0	7	0:2;0:3;0:6;0:7;0:8	0:1;0:4;0:6;0:7;0:8	0:0;0:1;0:2;0:3;0:6;0:7;0:8	0:0;0:1;0:3;0:4;0:6;0:7;0:8
36	2	0	8	0:0;0:2;0:5;0:7;0:8	0:3;0:4;0:7;0:8	0:0;0:1;0:6;0:7;0:8	0:0;0:1;0:4;0:7;0:8
36	6	0	0		0:1	0:2	
36	6	1	0				
36	6	2	0				
36	6	3	0				
36	6	4	0	4:2		4:3	
36	6	4	1	4:3			
36	6	5	0		5:1		
36	6	0	1				0:0
36	6	6	0		6:2		
36	6	4	2			4:0	
36	6	6	1	6:2		6:3	
36	6	5	1				5:0
36	6	7	0				
36	6	6	2			6:1	6:0
36	6	4	3	4:0		4:1	
36	6	6	3	6:1			6:4
36	6	8	0				
36	6	9	0				
36	6	6	4		6:3		
36	6	0	2	0:0			
36	14	0	0	0:0;0:1;0:2;0:3	0:0;0:2;0:3	0:0;0:2	0:0
36	14	0	1	0:1	0:1	0:0;0:1	0:1
36	14	0	2	0:0;0:2	0:2	0:0;0:2	0:0;0:2;0:3
36	14	0	3		0:2	0:0	0:0
37	23	0	0		0:21	0:5;0:24	0:25
37	23	0	1	0:1;0:6	0:5;0:13;0:23;0:24	0:1	0:5;0:13;0:16;0:23;0:24;0:27
37	23	0	2	0:6	0:19;0:27	0:16	0:19
37	23	0	3	0:6	0:4	0:17	0:9
37	23	0	4	0:6;0:26	0:11;0:18	0:14	0:3;0:20
37	23	0	5	0:0;0:6;0:12	0:1	0:13	0:1;0:8
37	23	0	6	0:8;0:11;0:18	0:6;0:26	0:1;0:2;0:3;0:4;0:5;0:9;0:19;0:20;0:23;0:27	0:6;0:12
37	23	0	7	0:18	0:11	0:18	0:14
37	23	0	8	0:8;0:15;0:25	0:5;0:13;0:24	0:6;0:8;0:15;0:25	0:11
37	23	0	9	0:6;0:12	0:3;0:20	0:10	0:11
37	23	0	10	0:9	0:17		0:11
37	23	0	11	0:11	0:8;0:9;0:10;0:11;0:15;0:25	0:6;0:11	0:4;0:7;0:11;0:14;0:18;0:22
37	23	0	12		0:6	0:5;0:9;0:23	
37	23	0	13	0:5	0:1		0:1;0:8
37	23	0	14	0:4	0:7;0:11		0:17
37	23	0	15	0:8		0:8	0:11
37	23	0	16	0:2;0:19;0:21;0:26;0:27	0:1;0:16;0:18		0:16;0:24
37	23	0	17	0:3;0:20	0:14		0:10
37	23	0	18	0:7;0:18;0:22	0:11	0:6;0:7;0:18	0:4;0:16
37	23	0	19	0:6	0:2;0:19;0:27	0:16	0:2;0:19;0:23
37	23	0	20	0:6	0:4	0:17	0:9
37	23	0	21		0:21;0:26	0:16	0:0;0:21
37	23	0	22		0:11	0:18	0:26
37	23	0	23	0:6;0:12	0:1;0:19;0:27	0:24	0:1
37	23	0	24	0:0;0:23	0:1;0:16		0:1;0:8
37	23	0	25	0:8	0:0	0:8	0:11
37	23	0	26		0:22	0:4;0:16	0:6;0:21
37	23	0	27	0:6	0:1	0:16	0:2;0:19;0:23
37	25	0	0	0:19	0:1	0:6	0:23
37	25	0	1	0:7;0:15;0:16	0:7;0:17	0:7;0:15	0:0;0:7;0:24
37	25	0	2	0:2;0:3;0:5;0:6;0:7;0:10;0:12;0:17;0:19;0:23	0:2;0:6;0:7;0:21	0:2;0:6;0:7;0:17;0:18;0:19	0:2;0:3;0:6;0:7;0:14;0:15;0:20;0:25
37	25	0	3	0:8;0:13;0:14;0:18;0:20;0:25	0:2;0:6;0:7;0:15;0:19;0:21;0:24	0:2;0:6;0:7;0:15;0:18;0:19;0:20;0:21;0:24	0:4;0:5;0:9;0:11;0:13;0:16
37	25	0	4		0:3	0:19	0:6;0:15
37	25	0	5		0:3;0:5;0:6;0:9;0:12;0:16	0:2;0:6;0:7;0:15;0:18;0:19;0:21;0:24	0:5;0:7;0:9;0:13;0:16;0:19
37	25	1	0		1:1;1:5	1:3;1:4	
37	25	0	6	0:0;0:2;0:3;0:5;0:6;0:7;0:9;0:12;0:14;0:15;0:16;0:19;0:24	0:2;0:4;0:6;0:7;0:15;0:19;0:24	0:2;0:6;0:7;0:8;0:15;0:19;0:23;0:24	0:2;0:3;0:5;0:6;0:7;0:8;0:14;0:15;0:18;0:19;0:24
37	25	0	7	0:1;0:2;0:3;0:5;0:6;0:7;0:9;0:11;0:12;0:13;0:15;0:16;0:19;0:21;0:22;0:24	0:1;0:2;0:5;0:6;0:7;0:9;0:12;0:15;0:16;0:19;0:21;0:23;0:24	0:1;0:2;0:6;0:7;0:8;0:15;0:18;0:19;0:21;0:23;0:24	0:1;0:2;0:3;0:6;0:7;0:8;0:12;0:15;0:16;0:18;0:19;0:20;0:21;0:23;0:24;0:25
37	25	0	8	0:6;0:7;0:8;0:13;0:14;0:18;0:20;0:25	0:6;0:7;0:15;0:19	0:3;0:8;0:14;0:18	
37	25	0	9		0:3;0:5;0:9;0:16;0:21;0:22	0:6;0:7;0:15;0:19;0:21;0:24	0:5;0:7;0:9;0:12;0:13;0:16;0:24
37	25	0	10			0:2	0:22
37	25	0	11		0:3	0:7;0:14	0:12;0:15;0:19
37	25	0	12		0:7;0:9;0:11;0:12	0:2;0:6;0:7;0:17	0:5;0:7;0:12;0:13;0:16
37	25	1	1		1:1;1:2;1:5	1:2;1:3	1:0;1:1;1:2;1:3;1:5
37	25	1	2	1:1;1:2;1:3;1:4;1:5	1:1;1:2;1:3	1:2;1:3;1:4	1:1;1:2;1:3;1:4;1:5
37	25	0	13		0:3;0:5;0:9;0:12;0:16	0:3;0:7;0:8;0:18;0:20;0:25	
37	25	0	14	0:8;0:11;0:14;0:18;0:25	0:2;0:6;0:15;0:24	0:3;0:6;0:8;0:14;0:18;0:25	
37	25	0	15	0:1;0:3;0:5;0:6;0:7;0:9;0:15;0:16;0:19;0:21;0:23;0:24	0:2;0:4;0:6;0:7;0:11;0:15;0:19	0:1;0:6;0:7;0:15;0:19;0:20;0:21	0:3;0:6;0:7;0:8;0:14;0:15;0:19;0:24;0:25
37	25	0	16		0:3;0:5;0:7;0:9;0:12;0:16	0:1;0:6;0:7;0:15;0:19;0:21	0:5;0:7;0:9;0:13;0:16
37	25	0	17	0:2;0:12	0:19	0:2	0:1
37	25	1	3	1:0;1:1;1:2;1:3;1:5	1:1;1:2;1:3	1:2;1:3	1:2;1:3;1:4;1:5
37	25	0	18	0:2;0:3;0:5;0:7;0:8;0:13;0:14;0:25	0:6;0:7;0:19;0:24	0:3;0:8;0:14;0:21;0:25	
37	25	0	19	0:2;0:3;0:4;0:5;0:6;0:7;0:9;0:15;0:16;0:19;0:24	0:5;0:6;0:7;0:11;0:15;0:19;0:21;0:23;0:24	0:0;0:2;0:6;0:7;0:15;0:19;0:20;0:21;0:24;0:25	0:3;0:6;0:7;0:8;0:15;0:17;0:18;0:19;0:20;0:21;0:24;0:25
37	25	0	20	0:3;0:13;0:15;0:19	0:2;0:7;0:19;0:21	0:3;0:8;0:25	
37	25	0	21	0:3;0:5;0:7;0:9;0:15;0:16;0:18;0:19;0:21	0:7;0:19;0:21;0:24	0:7;0:15;0:21;0:23	0:2;0:3;0:7;0:9;0:19;0:20;0:21;0:24
37	25	1	4	1:0;1:2;1:4	1:2;1:3	1:2;1:4	
37	25	1	5		1:1;1:2;1:3;1:5	1:2;1:3	1:0;1:1;1:5
37	25	0	22		0:10	0:7	0:9
37	25	0	23	0:6;0:7;0:21	0:0;0:7;0:24	0:2;0:15	0:7;0:19
37	25	0	24	0:3;0:5;0:6;0:7;0:9;0:19;0:24	0:1;0:6;0:7;0:9;0:15;0:19;0:21;0:24	0:6;0:7;0:15;0:19;0:24	0:3;0:6;0:7;0:14;0:18;0:19;0:21;0:23;0:24;0:25
37	25	0	25	0:13;0:14;0:18;0:19;0:20	0:2;0:7;0:15;0:19;0:24	0:3;0:8;0:14;0:18	
37	26	0	0	0:0	0:1;0:2	0:0	
37	26	0	1	0:1		0:1	0:0;0:2
37	26	0	2	0:2	0:1;0:2	0:2	0:0;0:2
37	27	0	0		0:3	0:2	
37	27	0	1	0:3			0:2
37	27	0	2	0:0	0:1		
37	27	0	3			0:1	0:0
37	34	0	0				
37	47	0	0	0:1			
37	47	0	1	0:2		0:0	
37	47	0	2	0:2	0:2	0:1;0:2	0:2
38	1	0	0	0:0;0:5	0:1;0:2;0:4	0:0	
38	1	0	1	0:2	0:3		0:0
38	1	0	2	0:4		0:1	0:0
38	1	0	3				0:1
38	1	0	4	0:6		0:2	0:0
38	1	0	5		0:6	0:0	
38	1	0	6			0:4	0:5
38	10	0	0	0:0	0:0	0:0	0:0
38	23	0	0	0:12;0:14	0:15	0:6;0:14	
38	23	0	1		0:1;0:2	0:20;0:21	0:1;0:4;0:9;0:11;0:16
38	23	1	0				
38	23	0	2	0:7;0:11;0:15;0:17	0:7	0:16;0:20;0:21	0:1;0:3;0:16
38	23	0	3		0:2	0:16	
38	23	0	4	0:15;0:17	0:1;0:16;0:18	0:16;0:20;0:21	0:6;0:20;0:21
38	23	0	5		0:20		
38	23	0	6	0:0	0:4	0:16	
38	23	0	7	0:8	0:9	0:2	0:2
38	23	0	8	0:13;0:19		0:7;0:13	0:15
38	23	0	9		0:1	0:21	0:7
38	23	0	10	0:16			
38	23	0	11	0:15	0:1;0:16	0:2;0:15;0:17	
38	23	0	12		0:15	0:0	
38	23	0	13	0:8		0:8	0:15
38	23	0	14	0:0	0:15	0:0	
38	23	0	15	0:11;0:15;0:17;0:18	0:8;0:13;0:19;0:21;0:23	0:2;0:4;0:11;0:15;0:16;0:17	0:0;0:12;0:14;0:20
38	23	0	16	0:2;0:3;0:4;0:6;0:15;0:16;0:18	0:1;0:2;0:16	0:10;0:16;0:20;0:21	0:4;0:11;0:16
38	23	0	17	0:11;0:15;0:17		0:2;0:4;0:15;0:17	0:21
38	23	0	18			0:15;0:16	0:4
38	23	0	19			0:8	0:15
38	23	0	20	0:1;0:2;0:4;0:16	0:4;0:15;0:20		0:5;0:20;0:21
38	23	0	21	0:1;0:2;0:4;0:9;0:16	0:4;0:17;0:20		0:15
38	23	0	22				0:23
38	23	0	23		0:22		0:15
38	25	0	0	0:15	0:3	0:8	0:7
38	25	0	1	0:1;0:13	0:7	0:1;0:10	0:2
38	25	0	2	0:2;0:3	0:1;0:2	0:2;0:14	0:2;0:8
38	25	0	3		0:13	0:2	0:0
38	25	0	4	0:4;0:5;0:6;0:7;0:11;0:12	0:6;0:7;0:8;0:11	0:4;0:7;0:11	
38	25	0	5		0:5;0:6;0:7;0:11	0:4;0:7;0:11	0:5;0:6;0:7;0:11;0:12
38	25	0	6		0:5;0:6;0:7;0:11	0:4;0:7;0:11	0:4;0:5;0:6;0:7;0:11;0:12
38	25	0	7	0:4;0:5;0:6;0:7;0:11;0:12	0:0;0:5;0:6;0:7;0:11	0:4;0:7;0:11	0:1;0:4;0:5;0:6;0:7;0:11;0:12;0:13
38	25	0	8	0:0;0:8	0:2	0:8;0:9	0:4
38	25	0	9	0:8	0:14		
38	25	0	10	0:1			0:14
38	25	0	11	0:4;0:5;0:6;0:7;0:11;0:12	0:5;0:6;0:7;0:11	0:4;0:7;0:11	0:4;0:5;0:6;0:7;0:11
38	25	0	12		0:5;0:6;0:7	0:4;0:7;0:11	
38	25	0	13	0:15	0:7	0:1	0:3
38	25	0	14	0:2	0:10		0:9
38	25	0	15			0:0;0:13	
38	26	0	0				0:1;0:2
38	26	1	0				
38	26	2	0	2:0	2:0	2:0	2:0
38	26	0	1		0:0;0:2		
38	26	0	2		0:0		0:1
38	34	0	0				
38	34	1	0				
38	34	2	0				
38	35	0	0				
38	47	0	0	0:1	0:1		0:1
38	47	0	1		0:0	0:0	0:0
39	1	0	0	0:11	0:16	0:17;0:20	0:22
39	1	0	1	0:1;0:7;0:11;0:16;0:21	0:1;0:9;0:11;0:13;0:16	0:1;0:10;0:11;0:12;0:13;0:16;0:21;0:22	0:1;0:10;0:11;0:16;0:21
39	1	0	2	0:5;0:8;0:16	0:7;0:16		0:11;0:13;0:16
39	1	0	3	0:17;0:19;0:22	0:4;0:8	0:16	0:15;0:18
39	1	0	4	0:17;0:22	0:17	0:18	0:3;0:15
39	1	0	5	0:16;0:21	0:12;0:20	0:2;0:10;0:16;0:21	0:11;0:16
39	1	0	6	0:12;0:17;0:20;0:22	0:14;0:17	0:10;0:11;0:16	0:7;0:8
39	1	0	7	0:10;0:12;0:14;0:17;0:20	0:6;0:10;0:17;0:20	0:1;0:9;0:16;0:21	0:2;0:16;0:21
39	1	0	8	0:10;0:17;0:22	0:6;0:10;0:17	0:2;0:21	0:3;0:15;0:18
39	1	0	9	0:7;0:11;0:16	0:12;0:17;0:19;0:20;0:22	0:19;0:20	0:1;0:16;0:21
39	1	0	10	0:1;0:5;0:6	0:1;0:16	0:7;0:8;0:17	0:7;0:8;0:12;0:17;0:20
39	1	0	11	0:1;0:6;0:11;0:15;0:16;0:21	0:1;0:2;0:5;0:11;0:16	0:0;0:1;0:9;0:11;0:16;0:21	0:1;0:11;0:16
39	1	0	12	0:1;0:16;0:18	0:10;0:12;0:19;0:22	0:6;0:7;0:14;0:15;0:17	0:5;0:9;0:12;0:20
39	1	0	13	0:1;0:16	0:2		0:1;0:16
39	1	0	14	0:12;0:17;0:20	0:17	0:7;0:15	0:6
39	1	0	15	0:12;0:14;0:17;0:19;0:20	0:3;0:4;0:8	0:11;0:16	0:16;0:21
39	1	0	16	0:1;0:3;0:5;0:6;0:7;0:11;0:15;0:16;0:18;0:21	0:1;0:2;0:5;0:7;0:9;0:11;0:13;0:15;0:16;0:18;0:21	0:1;0:2;0:5;0:9;0:11;0:12;0:13;0:16;0:21;0:22	0:0;0:1;0:2;0:10;0:11;0:16;0:21
39	1	0	17	0:0;0:10;0:12;0:17;0:20;0:22	0:10;0:17;0:20;0:22	0:3;0:4;0:6;0:7;0:8;0:14;0:15;0:17;0:20	0:4;0:6;0:7;0:8;0:9;0:14;0:17;0:19;0:20
39	1	0	18	0:4	0:3;0:8	0:12;0:16;0:21	0:16
39	1	0	19	0:9	0:17;0:20;0:22	0:3;0:15;0:20	0:9;0:12
39	1	0	20	0:0;0:9;0:17;0:19;0:20;0:22	0:10;0:12;0:17;0:20;0:22	0:6;0:7;0:14;0:15;0:17;0:20	0:5;0:7;0:9;0:17;0:19;0:20
39	1	0	21	0:1;0:5;0:7;0:8;0:11;0:16;0:18;0:21	0:1;0:7;0:9;0:15;0:16;0:21	0:1;0:5;0:11;0:16;0:21	0:16;0:21
39	1	0	22	0:1;0:16	0:0	0:3;0:4;0:6;0:8;0:17;0:20	0:9;0:12;0:17;0:19;0:20
39	2	0	0	0:1;0:2	0:1;0:2		0:1
39	2	0	1	0:1;0:2	0:0;0:1;0:2	0:0;0:1;0:2	0:0;0:1;0:2
39	2	0	2	0:1;0:2	0:1;0:2	0:0;0:1;0:2	0:0;0:1;0:2
39	3	0	0	0:0;0:3	0:0;0:1	0:0;0:1;0:3	0:0;0:3
39	3	0	1	0:0;0:3	0:2;0:3	0:2;0:3	0:0;0:3
39	3	0	2	0:1;0:3		0:3	0:1;0:3
39	3	0	3	0:0;0:1;0:2	0:0;0:1;0:2	0:0;0:1;0:2	0:1
39	4	0	0	0:15;0:17;0:19;0:22	0:3;0:22	0:5;0:25	0:9;0:10
39	4	0	1	0:6;0:22	0:22	0:20	0:17;0:32
39	4	0	2	0:2;0:10;0:30	0:30	0:2;0:10	0:20;0:29
39	4	0	3	0:10;0:16	0:10;0:15;0:16	0:22	0:0;0:30
39	4	0	4	0:9;0:25;0:29	0:5;0:10;0:15;0:16;0:27	0:22;0:23;0:30	0:18;0:30;0:32
39	4	0	5	0:0;0:30	0:12;0:22;0:32	0:9;0:15	0:4;0:10;0:29
39	4	0	6		0:21;0:33	0:1;0:32	
39	4	0	7	0:16	0:19		0:22
39	4	0	8	0:16	0:10;0:15	0:22	0:22;0:31
39	4	0	9	0:5	0:0;0:30	0:4;0:29	0:23
39	4	0	10	0:2;0:10;0:16;0:20;0:26;0:30	0:0;0:5;0:10;0:16;0:26;0:27;0:28;0:30	0:2;0:3;0:10;0:16;0:25;0:28;0:31	0:3;0:4;0:8;0:10;0:16;0:20;0:21;0:25;0:29;0:34
39	4	0	11	0:15;0:26	0:13	0:22	0:17;0:18;0:22
39	4	0	12	0:25;0:29;0:34	0:27;0:28		0:5
39	4	0	13	0:31			0:11
